POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LOCATION
401-07150,-,0,Grey,SS,N,N,SFMTA,ON,0,715,ELLIS ST,5178000,Area 3, ,"(37.784111, -122.418285)"
462-04250,-,0,Grey,SS,N,N,SFMTA,ON,0,425,HAIGHT ST,6607000,Area 3, ,"(37.772141, -122.429684)"
402-01280,-,0,Grey,SS,N,N,SFMTA,ON,0,128,ELM ST,5202000,Area 5,Civic Center,"(37.781616, -122.419825)"
359-07250,-,0,Yellow,SS,N,N,SFMTA,ON,0,725,CLAY ST,4088000,Area 5,Downtown,"(37.794302, -122.405678)"
542-07010,-,0,Grey,SS,N,N,SFMTA,ON,0,701,LARKIN ST,8128000,Area 3, ,"(37.784404, -122.417821)"
668-09960,-,0,Grey,SS,N,N,SFMTA,ON,0,996,SHOTWELL ST,11841000,Area 3, ,"(37.752595, -122.415235)"
442-05300,-,0,Grey,SS,N,N,SFMTA,ON,0,530,GOLDEN GATE AVE,6265000,Area 5,Civic Center,"(37.78119, -122.419724)"
650-07070,-,0,Grey,SS,N,N,SFMTA,ON,0,707,SACRAMENTO ST,11228000,Area 5,Downtown,"(37.793473, -122.405012)"
650-07330,-,0,Yellow,SS,N,N,SFMTA,ON,0,733,SACRAMENTO ST,11228000,Area 5,Downtown,"(37.793387, -122.405689)"
700-05200,-,0,Grey,SS,Y,Y,SFMTA,ON,0,520,VALENCIA ST,13060000,Area 5,Mission,"(37.764332, -122.421939)"
700-05310,-,0,Grey,SS,Y,Y,SFMTA,ON,0,531,VALENCIA ST,13060000,Area 5,Mission,"(37.764164, -122.421706)"
700-06170,-,0,Grey,SS,Y,Y,SFMTA,ON,0,617,VALENCIA ST,13062000,Area 5,Mission,"(37.762837, -122.421579)"
472-01310,-,0,Yellow,SS,N,N,SFMTA,ON,0,131,HYDE ST,7115000,Area 5,Civic Center,"(37.782428, -122.415739)"
542-03080,542-03002,8,Grey,MS,Y,N,SFMTA,ON,0,308,LARKIN ST,8123000,Area 5,Civic Center,"(37.780817, -122.41694)"
725-02040,-,0,Grey,SS,N,Y,SFMTA,ON,0,204,WEST PORTAL AVE,13578201,Area 3, ,"(37.738833, -122.468223)"
700-07210,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,721,VALENCIA ST,13064000,Area 5,Mission,"(37.761136, -122.421416)"
700-07480,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,748,VALENCIA ST,13064000,Area 5,Mission,"(37.76073, -122.421594)"
700-08290,-,0,Grey,SS,Y,Y,SFMTA,ON,0,829,VALENCIA ST,13065000,Area 5,Mission,"(37.759391, -122.421249)"
612-05030,-,0,Grey,SS,N,N,SFMTA,ON,0,503,POLK ST,10552000,Area 5,Civic Center,"(37.781409, -122.418918)"
401-08430,-,0,Green,SS,N,N,SFMTA,ON,0,843,ELLIS ST,5179000,Area 3, ,"(37.783795, -122.420772)"
700-08360,-,0,Grey,SS,Y,Y,SFMTA,ON,0,836,VALENCIA ST,13066000,Area 5,Mission,"(37.759219, -122.421449)"
700-08400,-,0,Grey,SS,Y,Y,SFMTA,ON,0,840,VALENCIA ST,13066000,Area 5,Mission,"(37.75906, -122.421434)"
700-09500,-,0,Grey,SS,Y,Y,SFMTA,ON,0,950,VALENCIA ST,13068000,Area 5,Mission,"(37.757233, -122.421259)"
686-04320,-,0,Yellow,SS,N,N,SFMTA,ON,0,432,TURK ST,12720000,Area 5,Civic Center,"(37.782497, -122.416872)"
202-04330,-,0,Grey,SS,Y,Y,SFMTA,ON,0,433,02ND ST,140000,Area 5,South Embarcadero,"(37.783708, -122.394252)"
700-10330,-,0,Grey,SS,Y,Y,SFMTA,ON,0,1033,VALENCIA ST,13070000,Area 5,Mission,"(37.756045, -122.420928)"
700-11010,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,1101,VALENCIA ST,13071000,Area 5,Mission,"(37.755204, -122.420848)"
400-08070,-,0,Green,SS,N,N,SFMTA,ON,0,807,EDDY ST,5066000,Area 5,Civic Center,"(37.782788, -122.42123)"
720-07160,-,0,Grey,SS,N,N,SFMTA,ON,0,716,WASHINGTON ST,13411000,Area 5,Downtown,"(37.795296, -122.405587)"
444-06050,-,0,Yellow,SS,N,N,SFMTA,ON,0,605,GRANT AVE,6392000,Area 5,Downtown,"(37.792684, -122.406028)"
614-07440,-,0,Grey,SS,N,N,SFMTA,ON,0,744,POST ST,10635000,Area 3, ,"(37.787546, -122.414799)"
614-08030,-,0,Grey,SS,N,N,SFMTA,ON,0,803,POST ST,10636000,Area 3, ,"(37.787359, -122.415204)"
614-08090,-,0,Grey,SS,N,N,SFMTA,ON,0,809,POST ST,10636000,Area 3, ,"(37.787331, -122.415431)"
400-08430,-,0,Grey,SS,N,N,SFMTA,ON,0,843,EDDY ST,5066000,Area 5,Civic Center,"(37.782666, -122.422191)"
205-03120,-,0,Grey,SS,N,N,SFMTA,ON,0,312,05TH ST,299000,Area 5,South Embarcadero,"(37.77988, -122.403062)"
205-03500,-,0,Yellow,SS,N,N,SFMTA,ON,0,350,05TH ST,301000,Area 5,South Embarcadero,"(37.779283, -122.402312)"
444-15140,-,0,Grey,SS,N,N,SFMTA,ON,0,1514,GRANT AVE,6406000,Area 3, ,"(37.801087, -122.407622)"
411-01350,411-01003,35,Grey,MS,Y,Y,SFMTA,ON,0,135,FELL ST,5440000,Area 5,Civic Center,"(37.77615, -122.420688)"
690-08090,-,0,Yellow,SS,N,N,SFMTA,ON,0,809,ULLOA ST,12784000,Area 3, ,"(37.740617, -122.46534)"
703-00100,-,0,Grey,SS,N,Y,SFMTA,ON,0,10,VICENTE ST,13235000,Area 3, ,"(37.73953, -122.466493)"
703-01040,-,0,Grey,SS,N,Y,SFMTA,ON,0,104,VICENTE ST,13236000,Area 3, ,"(37.73988, -122.467232)"
664-16180,-,0,Grey,SS,N,N,SFMTA,ON,0,1618,STOCKTON ST,12214000,Area 3, ,"(37.800923, -122.409216)"
664-08050,-,0,Yellow,SS,N,N,SFMTA,ON,0,805,STOCKTON ST,12204000,Area 2, ,"(37.793332, -122.407838)"
664-09120,-,0,Yellow,SS,N,N,SFMTA,ON,0,912,STOCKTON ST,12205000,Area 2, ,"(37.794419, -122.407902)"
680-15210,-,0,Grey,SS,N,N,SFMTA,ON,0,1521,TARAVAL ST,12401000,Area 3, ,"(37.742655, -122.482799)"
680-15140,-,0,Grey,SS,N,N,SFMTA,ON,0,1514,TARAVAL ST,12401000,Area 3, ,"(37.742825, -122.482691)"
680-16020,-,0,Grey,SS,N,N,SFMTA,ON,0,1602,TARAVAL ST,12402000,Area 3, ,"(37.742792, -122.483437)"
208-01130,-,0,Yellow,SS,N,N,SFMTA,ON,0,113,08TH ST,406000,Area 2, ,"(37.77717, -122.412651)"
208-02360,-,0,Yellow,SS,N,N,SFMTA,ON,0,236,08TH ST,410000,Area 2, ,"(37.775445, -122.410795)"
208-02610,-,0,Grey,SS,N,N,SFMTA,ON,0,261,08TH ST,411000,Area 2, ,"(37.775138, -122.410109)"
701-08280,-,0,Grey,SS,N,N,SFMTA,ON,0,828,VAN NESS AVE,13150202,Area 3, ,"(37.783637, -122.420805)"
701-09030,-,0,Grey,SS,N,N,SFMTA,ON,0,903,VAN NESS AVE,13151101,Area 3, ,"(37.783959, -122.421196)"
720-09110,-,0,Grey,SS,N,N,SFMTA,ON,0,911,WASHINGTON ST,13418000,Area 3, ,"(37.794846, -122.408524)"
470-08110,-,0,Green,SS,N,N,SFMTA,ON,0,811,HOWARD ST,7039001,Area 5,Downtown,"(37.782907, -122.403004)"
470-08270,-,0,Grey,SS,N,N,SFMTA,ON,0,827,HOWARD ST,7039001,Area 5,Downtown,"(37.78263, -122.403355)"
400-02300,-,0,Grey,SS,N,N,SFMTA,ON,0,230,EDDY ST,5060000,Area 2, ,"(37.784082, -122.411959)"
400-02380,-,0,Grey,SS,N,N,SFMTA,ON,0,238,EDDY ST,5060000,Area 2, ,"(37.784044, -122.412254)"
902-00130,-,0,Grey,SS,Y,Y,SFMTA,OFF,902,2450,CALIFORNIA ST,3558000,Area 5,Fillmore,"(37.788925, -122.435179)"
902-00470,-,0,Grey,SS,Y,Y,SFMTA,OFF,902,2450,CALIFORNIA ST,3558000,Area 5,Fillmore,"(37.789067, -122.434768)"
903-00240,-,0,Grey,SS,N,N,SFMTA,OFF,903,324,08TH AVE,389000,Area 3, ,"(37.782293, -122.466159)"
905-00040,-,0,Grey,SS,N,N,SFMTA,OFF,905,457,CASTRO ST,3794000,Area 3, ,"(37.761752, -122.434655)"
905-00060,-,0,Grey,SS,N,N,SFMTA,OFF,905,457,CASTRO ST,3794000,Area 3, ,"(37.761811, -122.434662)"
907-00290,-,0,Grey,SS,N,N,SFMTA,OFF,907,20,NORTON ST,9714000,Area 3, ,"(37.725044, -122.435111)"
909-00100,-,0,Grey,SS,N,N,SFMTA,OFF,909,421,18TH AVE,830000,Area 3, ,"(37.779936, -122.477686)"
910-00190,-,0,Grey,SS,N,N,SFMTA,OFF,910,1275,20TH AVE,1005000,Area 3, ,"(37.763854, -122.478522)"
911-00180,-,0,Grey,SS,N,N,SFMTA,OFF,911,1325,08TH AVE,396000,Area 3, ,"(37.763551, -122.465991)"
905-00130,-,0,Grey,SS,N,N,SFMTA,OFF,905,457,CASTRO ST,3794000,Area 3, ,"(37.761757, -122.434442)"
906-00130,-,0,Grey,SS,N,N,SFMTA,OFF,906,4116,18TH ST,892000,Area 3, ,"(37.761231, -122.435792)"
906-00140,-,0,Grey,SS,N,N,SFMTA,OFF,906,4116,18TH ST,892000,Area 3, ,"(37.761228, -122.435824)"
907-00010,-,0,Grey,SS,N,N,SFMTA,OFF,907,20,NORTON ST,9714000,Area 3, ,"(37.724914, -122.435221)"
911-00320,-,0,Grey,SS,N,N,SFMTA,OFF,911,1325,08TH AVE,396000,Area 3, ,"(37.763667, -122.465717)"
913-00310,-,0,Grey,SS,N,N,SFMTA,OFF,913,1340,07TH AVE,360000,Area 3, ,"(37.763561, -122.463619)"
916-00550,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,"(37.800149, -122.439287)"
916-00790,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,"(37.800196, -122.439078)"
916-00830,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,"(37.80018, -122.439199)"
914-00080,-,0,Grey,SS,N,N,SFMTA,OFF,914,2500,OCEAN AVE,9847000,Area 3, ,"(37.731642, -122.472447)"
916-00180,-,0,Grey,SS,N,N,SFMTA,OFF,916,3252,PIERCE ST,10445000,Area 5,Marina,"(37.799999, -122.439042)"
215-15390,-,0,Grey,SS,N,N,SFMTA,ON,0,1539,15TH ST,650000,Area 5,Mission,"(37.766662, -122.419238)"
215-15400,-,0,Grey,SS,N,N,SFMTA,ON,0,1540,15TH ST,650000,Area 5,Mission,"(37.766749, -122.419359)"
217-33320,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3332,17TH ST,798000,Area 5,Mission,"(37.763401, -122.420995)"
218-33440,-,0,Grey,SS,N,N,SFMTA,ON,0,3344,18TH ST,877000,Area 5,Mission,"(37.761913, -122.418989)"
219-33340,-,0,Grey,SS,N,N,SFMTA,ON,0,3334,19TH ST,971000,Area 5,Mission,"(37.760327, -122.41846)"
219-33420,-,0,Grey,SS,N,N,SFMTA,ON,0,3342,19TH ST,971000,Area 5,Mission,"(37.76031, -122.418745)"
222-31450,-,0,Grey,SS,N,N,SFMTA,ON,0,3145,22ND ST,1190000,Area 5,Mission,"(37.755405, -122.418355)"
219-34420,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3442,19TH ST,974000,Area 5,Mission,"(37.760176, -122.420957)"
219-34490,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3449,19TH ST,974000,Area 5,Mission,"(37.760069, -122.42119)"
220-34370,-,0,Grey,SS,N,N,SFMTA,ON,0,3437,20TH ST,1055000,Area 5,Mission,"(37.758624, -122.418419)"
220-35020,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3502,20TH ST,1056000,Area 5,Mission,"(37.758665, -122.419292)"
220-35090,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3509,20TH ST,1056000,Area 5,Mission,"(37.758557, -122.419537)"
222-32020,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3202,22ND ST,1191000,Area 5,Mission,"(37.755478, -122.41898)"
222-32410,-,0,Grey,SS,Y,Y,SFMTA,ON,0,3241,22ND ST,1192000,Area 5,Mission,"(37.755281, -122.420421)"
323-00840,-,0,Grey,SS,Y,Y,SFMTA,ON,0,84,BARTLETT ST,2742000,Area 5,Mission,"(37.755639, -122.41996)"
223-32410,-,0,Grey,SS,N,N,SFMTA,ON,0,3241,23RD ST,1264000,Area 5,Mission,"(37.753822, -122.418059)"
323-00080,-,0,Grey,SS,Y,Y,SFMTA,ON,0,8,BARTLETT ST,2742000,Area 5,Mission,"(37.756751, -122.420067)"
464-03241,464-03240,1,Black,MS,N,N,SFMTA,ON,0,324,HAYES ST,6815000,MC5,Civic Center,"(37.777044, -122.422208)"
359-24070,-,0,Grey,SS,Y,Y,SFMTA,ON,0,2407,CLAY ST,4110000,Area 5,Fillmore,"(37.790818, -122.432874)"
354-20140,-,0,Green,SS,Y,Y,SFMTA,ON,0,2014,CHESTNUT ST,3977000,Area 5,Marina,"(37.800807, -122.436801)"
203-03470,-,0,Red,SS,Y,Y,SFMTA,ON,0,347,03RD ST,170000,Area 5,South Embarcadero,"(37.783193, -122.39804)"
203-03650,-,0,Grey,SS,Y,Y,SFMTA,ON,0,365,03RD ST,171000,Area 5,South Embarcadero,"(37.782856, -122.397619)"
203-04150,-,0,Red,SS,Y,Y,SFMTA,ON,0,415,03RD ST,172000,Area 5,South Embarcadero,"(37.782277, -122.396886)"
203-04480,-,0,Grey,SS,Y,Y,SFMTA,ON,0,448,03RD ST,174000,Area 5,South Embarcadero,"(37.781617, -122.396363)"
203-07240,-,0,Grey,SS,Y,Y,SFMTA,ON,0,724,03RD ST,180000,Area 5,South Embarcadero,"(37.778258, -122.392162)"
500-02270,-,0,Grey,SS,Y,Y,SFMTA,ON,0,227,JACKSON ST,7361000,Area 5,Downtown,"(37.796769, -122.4004)"
562-04120,-,0,Grey,SS,N,N,SFMTA,ON,0,412,MASON ST,8805000,Area 1, ,"(37.787509, -122.409878)"
562-04130,-,0,Grey,SS,N,N,SFMTA,ON,0,413,MASON ST,8805000,Area 1, ,"(37.787446, -122.409999)"
471-01200,-,0,Grey,SS,Y,Y,SFMTA,ON,0,120,HARRISON ST,6708000,Area 5,South Embarcadero,"(37.788478, -122.390047)"
331-04880,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,488,BRYANT ST,3281000,Area 5,South Embarcadero,"(37.781629, -122.395608)"
331-03620,-,0,Grey,SS,Y,Y,SFMTA,ON,0,362,BRYANT ST,3279000,Area 5,South Embarcadero,"(37.783666, -122.392998)"
684-00680,-,0,Grey,SS,Y,Y,SFMTA,ON,0,68,TOWNSEND ST,12655000,Area 5,South Embarcadero,"(37.781047, -122.390125)"
593-00040,-,0,Yellow,SS,N,N,SFMTA,ON,0,4,OFARRELL ST,9720000,Area 5,Downtown,"(37.786851, -122.405083)"
463-01030,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,103,HAWTHORNE ST,6810000,Area 5,South Embarcadero,"(37.784538, -122.397566)"
463-01260,-,0,Red,SS,Y,Y,SFMTA,ON,0,126,HAWTHORNE ST,6810000,Area 5,South Embarcadero,"(37.784047, -122.397126)"
684-01670,-,0,Grey,SS,Y,Y,SFMTA,ON,0,167,TOWNSEND ST,12657000,Area 5,South Embarcadero,"(37.779279, -122.392058)"
336-08110,-,0,Grey,SS,N,N,SFMTA,ON,0,811,BUSH ST,3438000,Area 1, ,"(37.789838, -122.410786)"
336-08170,-,0,Grey,SS,N,N,SFMTA,ON,0,817,BUSH ST,3438000,Area 1, ,"(37.789813, -122.410987)"
562-05040,-,0,Yellow,SS,N,N,SFMTA,ON,0,504,MASON ST,8806000,Area 1, ,"(37.788256, -122.41002)"
562-05060,-,0,Yellow,SS,N,N,SFMTA,ON,0,506,MASON ST,8806000,Area 1, ,"(37.788316, -122.410032)"
582-00090,-,0,Red,SS,N,Y,SFMTA,ON,0,9,NEW MONTGOMERY ST,9540000,Area 5,Downtown,"(37.78845, -122.40163)"
582-01030,-,0,Red,SS,N,Y,SFMTA,ON,0,103,NEW MONTGOMERY ST,9544000,Area 5,Downtown,"(37.78735, -122.400305)"
562-06190,-,0,Grey,SS,N,N,SFMTA,ON,0,619,MASON ST,8807000,Area 1, ,"(37.789549, -122.410419)"
614-04300,-,0,Red,SS,N,N,SFMTA,ON,0,430,POST ST,10629000,Area 1, ,"(37.788207, -122.409567)"
585-03020,-,0,Grey,SS,Y,Y,SFMTA,ON,0,302,NORTH POINT ST,9689000,Area 5,Fisherman's Wharf,"(37.806803, -122.412345)"
471-06590,-,0,Grey,SS,N,Y,SFMTA,ON,0,659,HARRISON ST,6716000,Area 5,South Embarcadero,"(37.782905, -122.396768)"
204-05080,204-05002,8,Grey,MS,Y,Y,SFMTA,ON,0,508,04TH ST,262000,Area 5,South Embarcadero,"(37.779252, -122.397835)"
204-05240,204-05004,24,Grey,MS,Y,Y,SFMTA,ON,0,524,04TH ST,263000,Area 5,South Embarcadero,"(37.778886, -122.397376)"
204-05280,204-05004,28,Grey,MS,Y,Y,SFMTA,ON,0,528,04TH ST,263000,Area 5,South Embarcadero,"(37.778808, -122.397278)"
568-45330,-,0,Grey,SS,N,N,SFMTA,ON,0,4533,MISSION ST,9162000,Area 3, ,"(37.7255, -122.434062)"
568-45600,-,0,Grey,SS,N,N,SFMTA,ON,0,4560,MISSION ST,9163000,Area 3, ,"(37.724955, -122.43471)"
580-00350,-,0,Grey,SS,N,N,SFMTA,ON,0,35,NATOMA ST,9507000,Area 5,Downtown,"(37.788377, -122.397254)"
204-06230,-,0,Grey,SS,Y,Y,SFMTA,ON,0,623,04TH ST,265000,Area 5,South Embarcadero,"(37.777862, -122.395785)"
568-47070,-,0,Grey,SS,N,N,SFMTA,ON,0,4707,MISSION ST,9169000,Area 3, ,"(37.722919, -122.436017)"
568-47130,-,0,Grey,SS,N,N,SFMTA,ON,0,4713,MISSION ST,9169000,Area 3, ,"(37.722804, -122.436103)"
666-06400,-,0,Yellow,SS,N,N,SFMTA,ON,0,640,SUTTER ST,12324000,Area 1, ,"(37.788886, -122.411757)"
681-07030,-,0,Red,SS,N,N,SFMTA,ON,0,703,TAYLOR ST,12437000,Area 1, ,"(37.789053, -122.412007)"
582-01410,-,0,Grey,SS,N,Y,SFMTA,ON,0,141,NEW MONTGOMERY ST,9546000,Area 5,Downtown,"(37.786486, -122.399228)"
330-04930,-,0,Grey,SS,Y,Y,SFMTA,ON,0,493,BRANNAN ST,3079000,Area 5,South Embarcadero,"(37.778461, -122.396202)"
684-02240,-,0,Grey,SS,Y,Y,SFMTA,ON,0,224,TOWNSEND ST,12660000,Area 5,South Embarcadero,"(37.778367, -122.393515)"
568-48190,-,0,Grey,SS,N,N,SFMTA,ON,0,4819,MISSION ST,9172101,Area 3, ,"(37.720641, -122.437739)"
568-28320,-,0,Grey,SS,N,N,SFMTA,ON,0,2832,MISSION ST,9126000,Area 3, ,"(37.751254, -122.418437)"
684-02700,-,0,Grey,SS,Y,Y,SFMTA,ON,0,270,TOWNSEND ST,12662000,Area 5,South Embarcadero,"(37.777564, -122.394536)"
202-05050,-,0,Grey,SS,Y,Y,SFMTA,ON,0,505,02ND ST,142000,Area 5,South Embarcadero,"(37.783002, -122.393366)"
202-05130,-,0,Grey,SS,Y,Y,SFMTA,ON,0,513,02ND ST,143000,Area 5,South Embarcadero,"(37.782865, -122.393195)"
568-49180,-,0,Grey,SS,N,N,SFMTA,ON,0,4918,MISSION ST,9173201,Area 3, ,"(37.71954, -122.438808)"
568-17090,-,0,Grey,SS,Y,N,SFMTA,ON,0,1709,MISSION ST,9112101,Area 3, ,"(37.769703, -122.419873)"
568-17170,-,0,Grey,SS,Y,N,SFMTA,ON,0,1717,MISSION ST,9112101,Area 3, ,"(37.76946, -122.4199)"
568-17230,-,0,Grey,SS,Y,N,SFMTA,ON,0,1723,MISSION ST,9112101,Area 3, ,"(37.769272, -122.419913)"
568-30070,-,0,Grey,SS,N,N,SFMTA,ON,0,3007,MISSION ST,9128000,Area 3, ,"(37.748754, -122.418017)"
580-00930,-,0,Grey,SS,N,N,SFMTA,ON,0,93,NATOMA ST,9507000,Area 5,Downtown,"(37.787422, -122.398466)"
580-00970,-,0,Grey,SS,N,N,SFMTA,ON,0,97,NATOMA ST,9507000,Area 5,Downtown,"(37.787329, -122.398584)"
224-28050,-,0,Grey,SS,N,N,SFMTA,ON,0,2805,24TH ST,1332000,Area 3, ,"(37.752781, -122.408456)"
224-28110,-,0,Yellow,SS,N,N,SFMTA,ON,0,2811,24TH ST,1332000,Area 3, ,"(37.752772, -122.40861)"
224-29020,-,0,Grey,SS,N,N,SFMTA,ON,0,2902,24TH ST,1334000,Area 3, ,"(37.752781, -122.410276)"
415-16150,-,0,Grey,SS,Y,Y,SFMTA,ON,0,1615,FILLMORE ST,5547000,Area 5,Fillmore,"(37.784925, -122.433105)"
440-37190,-,0,Grey,SS,N,Y,SFMTA,ON,0,3719,GEARY BLVD,6057101,Area 3, ,"(37.781096, -122.45958)"
462-18050,-,0,Black,SS,N,N,SFMTA,ON,0,1805,HAIGHT ST,6624000,MC3, ,"(37.769296, -122.452025)"
303-06050,-,0,Grey,SS,N,N,SFMTA,ON,0,605,ASHBURY ST,2513000,Area 3, ,"(37.769729, -122.446945)"
335-00200,-,0,Grey,SS,N,N,SFMTA,ON,0,20,BURROWS ST,3404000,Area 3, ,"(37.728965, -122.403825)"
203-51560,-,0,Grey,SS,N,N,SFMTA,ON,0,5156,03RD ST,216201,Area 3, ,"(37.731348, -122.392046)"
440-17290,-,0,Grey,SS,Y,Y,SFMTA,ON,0,1729,GEARY BLVD,6041102,Area 5,Fillmore,"(37.784246, -122.432194)"
691-18180,-,0,Grey,SS,N,Y,SFMTA,ON,0,1818,UNION ST,12867000,Area 3, ,"(37.7979, -122.429605)"
614-11020,-,0,Grey,SS,N,N,SFMTA,ON,0,1102,POST ST,10640000,Area 3, ,"(37.786864, -122.420064)"
614-11290,-,0,Grey,SS,N,N,SFMTA,ON,0,1129,POST ST,10640000,Area 3, ,"(37.786625, -122.42089)"
616-13040,-,0,Grey,SS,N,N,SFMTA,ON,0,1304,POWELL ST,10691000,Area 3, ,"(37.796688, -122.410023)"
616-13170,-,0,Grey,SS,N,N,SFMTA,ON,0,1317,POWELL ST,10692000,Area 3, ,"(37.79697, -122.410256)"
542-00150,-,0,Grey,SS,Y,Y,SFMTA,ON,0,15,LARKIN ST,8120000,Area 5,Civic Center,"(37.778269, -122.416585)"
691-18310,-,0,Red,SS,N,Y,SFMTA,ON,0,1831,UNION ST,12867000,Area 3, ,"(37.797738, -122.429899)"
691-19350,-,0,Grey,SS,N,Y,SFMTA,ON,0,1935,UNION ST,12869000,Area 3, ,"(37.79751, -122.431693)"
542-00210,-,0,Grey,SS,Y,Y,SFMTA,ON,0,21,LARKIN ST,8120000,Area 5,Civic Center,"(37.778464, -122.416622)"
650-08230,-,0,Grey,SS,N,N,SFMTA,ON,0,823,SACRAMENTO ST,11230000,Area 2, ,"(37.793237, -122.406919)"
327-06120,-,0,Grey,SS,N,N,SFMTA,ON,0,612,BROADWAY,3154000,Area 3, ,"(37.797841, -122.407549)"
327-06460,-,0,Yellow,SS,N,N,SFMTA,ON,0,646,BROADWAY,3154000,Area 3, ,"(37.797727, -122.408462)"
563-03560,563-03006,56,Green,MS,Y,Y,SFMTA,ON,0,356,MCALLISTER ST,8893000,Area 5,Civic Center,"(37.780411, -122.418288)"
701-03140,701-03002,14,Grey,MS,Y,Y,SFMTA,ON,0,314,VAN NESS AVE,13146201,Area 5,Civic Center,"(37.778872, -122.419842)"
701-04030,701-04001,3,Grey,MS,Y,Y,SFMTA,ON,0,403,VAN NESS AVE,13146101,Area 5,Civic Center,"(37.779218, -122.420238)"
650-32080,-,0,Grey,SS,N,N,SFMTA,ON,0,3208,SACRAMENTO ST,11264000,Area 3, ,"(37.788367, -122.445992)"
650-33120,-,0,Green,SS,N,N,SFMTA,ON,0,3312,SACRAMENTO ST,11265000,Area 3, ,"(37.788168, -122.447559)"
650-33350,-,0,Grey,SS,N,N,SFMTA,ON,0,3335,SACRAMENTO ST,11265000,Area 3, ,"(37.787955, -122.448379)"
490-18100,-,0,Yellow,SS,N,N,SFMTA,ON,0,1810,IRVING ST,7296000,Area 3, ,"(37.763618, -122.477653)"
490-18160,-,0,Grey,SS,N,N,SFMTA,ON,0,1816,IRVING ST,7296000,Area 3, ,"(37.763608, -122.477887)"
657-26240,-,0,Grey,SS,N,N,SFMTA,ON,0,2624,SAN BRUNO AVE,11377000,Area 3, ,"(37.728151, -122.403891)"
500-04240,500-04004,24,Grey,MS,Y,Y,SFMTA,ON,0,424,JACKSON ST,7365000,Area 5,Downtown,"(37.796551, -122.40276)"
490-20040,-,0,Grey,SS,N,N,SFMTA,ON,0,2004,IRVING ST,7298000,Area 3, ,"(37.763534, -122.47957)"
490-20130,-,0,Grey,SS,N,N,SFMTA,ON,0,2013,IRVING ST,7298000,Area 3, ,"(37.763376, -122.479657)"
650-35430,-,0,Green,SS,N,N,SFMTA,ON,0,3543,SACRAMENTO ST,11267000,Area 3, ,"(37.787526, -122.451749)"
440-08401,440-08400,1,Black,MS,N,N,SFMTA,ON,0,840,GEARY ST,6116000,MC3, ,"(37.786209, -122.417734)"
591-26190,-,0,Grey,SS,N,N,SFMTA,ON,0,2619,OCEAN AVE,9848000,Area 3, ,"(37.731766, -122.473629)"
591-26660,-,0,Grey,SS,N,N,SFMTA,ON,0,2666,OCEAN AVE,9849000,Area 3, ,"(37.732446, -122.474723)"
469-15390,-,0,Grey,SS,N,N,SFMTA,ON,0,1539,HOLLOWAY AVE,6996101,Area 3, ,"(37.720758, -122.475681)"
600-07330,-,0,Grey,SS,N,N,SFMTA,ON,0,733,PACIFIC AVE,10128000,Area 2, ,"(37.796727, -122.407905)"
470-08530,-,0,Grey,SS,N,N,SFMTA,ON,0,853,HOWARD ST,7039001,Area 5,Downtown,"(37.782224, -122.403869)"
205-03270,-,0,Grey,SS,N,N,SFMTA,ON,0,327,05TH ST,300002,Area 5,South Embarcadero,"(37.779769, -122.402617)"
205-03410,-,0,Grey,SS,N,N,SFMTA,ON,0,341,05TH ST,300003,Area 5,South Embarcadero,"(37.779613, -122.402421)"
363-01130,-,0,Grey,SS,N,N,SFMTA,ON,0,113,COLUMBUS AVE,4288000,Area 2, ,"(37.796407, -122.404722)"
568-11450,-,0,Grey,SS,N,N,SFMTA,ON,0,1145,MISSION ST,9101000,Area 2, ,"(37.778318, -122.411932)"
206-01100,-,0,Grey,SS,N,N,SFMTA,ON,0,110,06TH ST,329000,Area 2, ,"(37.780651, -122.408456)"
206-01320,-,0,Green,SS,N,N,SFMTA,ON,0,132,06TH ST,330000,Area 2, ,"(37.780287, -122.408)"
400-04360,-,0,Grey,SS,N,N,SFMTA,ON,0,436,EDDY ST,5062000,Area 2, ,"(37.78363, -122.415468)"
401-03460,-,0,Yellow,SS,N,N,SFMTA,ON,0,346,ELLIS ST,5173000,Area 2, ,"(37.784947, -122.412644)"
